Actual,Predicted
483,553.155
222,246.445
529,655.9
362,361.74
414,461.285
147,212.6
269,368.205
244,285.475
469,363.63
115,242.33
527,472.87
412,313.045
597,415.555
623,481.08
243,226.135
341,308.695
434,400.27
179,166.655
527,367.635
392,373.605
492,675.035
406,425.38
375,380.465
323,479.265
256,272.135
191,227.28
651,709.205
620,611.455
261,272.675
348,536.89
249,317.705
790,793.34
244,208.925
583,670.165
327,504.455
585,532.11
440,291.685
408,496.25
211,259.635
255,236.39
432,365.03
672,862.275
589,503.485
433,371.035
291,375.63
251,275.08
199,293.29
616,587.47
372,370.14
442,347.34
405,463.87
271,418.715
371,337.285
384,300.015
271,317.995
289,296.56
300,308.105
292,231.465
1077,924.51
528,543.21
415,301.98
276,210.735
467,551.06
319,412.22
198,209.605
352,390.205
186,256.315
871,955.115
357,502.3
250,220.905
249,205.55
266,244.13
496,510.4
319,374.765
259,253.21
400,393.3
222,323.76
507,664.12
628,730.12
688,771.435
552,401.205
189,195.77
150,213.86
301,289.295
307,386.385
334,409.205
261,303.195
659,785.265
849,906.13
411,236.68
581,552.21
641,470.915
438,334.75
656,789.955
276,304.13
517,478.495
232,270.775
362,404.135
456,456.315
181,255.005
524,549.06
332,265.2
284,226.94
586,500.49
656,537.395
473,340.975
312,391.51
258,281.26
230,291.805
215,279.9
241,392.895
522,543.94
492,437.495
354,370.085
196,164.01
266,272.305
544,413.675
277,455.16
345,428.055
748,773.18
256,283.09
265,286.855
196,193.175
270,256.72
574,451.495
510,469.68
229,226.02
302,205.53
947,849.485
565,503.185
543,573.535
281,332.835
530,435.13
439,385.41
218,215.29
778,705.035
545,538.465
906,880.4
482,454.255
960,796.09
144,213.3
571,571.67
287,336.055
136,202.805
516,393.32
446,445.145
462,484.09
656,466.805
270,282.955
153,148.455
180,204.13
292,214.51
298,357.74
273,254.02
518,407.0
643,614.26
274,378.19
285,320.85
290,240.43
227,220.565
326,293.65
95,226.26
238,205.5
307,210.24
696,565.295
677,799.55
995,1020.61
528,438.085
500,448.22
404,402.85
207,346.605
276,356.18
262,445.94
3878,3705.125
301,353.935
362,468.505
585,626.7
322,280.14
245,181.325
497,485.77
288,308.51
353,281.865
585,463.595
569,614.045
645,681.52
208,192.02
291,416.11
403,470.325
340,281.98
386,301.945
221,188.715
286,260.305
233,233.955
526,422.375
374,323.895
287,299.595
494,502.945
158,142.665
589,492.79
577,431.7
538,565.38
261,281.05
273,294.7
278,337.245
252,324.3
146,241.88
245,249.66
525,498.535
829,829.805
248,282.37
338,526.285
556,442.94
498,566.435
291,332.95
415,417.72
290,363.975
932,838.465
380,431.37
271,293.865
281,231.38
478,374.035
535,439.1
289,316.355
304,430.815
154,245.53
1013,801.535
985,995.725
407,384.35
321,372.89
511,521.885
467,451.185
400,441.49
614,611.84
441,379.105
428,505.425
733,699.34
415,334.795
411,382.69
397,292.19
295,330.145
447,500.67
463,569.14
1524,1561.42
499,500.59
337,360.405
452,362.6
216,214.085
327,386.99
269,338.74
555,676.905
539,483.645
482,496.205
317,325.43
631,448.37
483,568.725
178,301.355
628,567.61
436,389.91
464,504.72
541,500.345
137,264.36
514,476.73
495,481.495
393,295.93
311,249.31
917,848.91
451,506.44
585,483.665
397,426.075
518,393.87
539,427.695
903,914.235
692,564.6
420,439.53
249,237.815
361,328.595
992,998.18
226,288.72
218,218.78
448,565.395
485,418.4
583,596.275
227,272.63
451,546.895
521,550.77
825,831.8
374,406.96
326,337.025
344,321.015
140,165.33
442,568.105
379,325.045
594,526.21
230,335.17
428,381.865
131,216.31
564,401.005
434,374.835
370,356.44
545,534.03
504,491.82
221,300.965
274,221.595
271,392.68
403,290.11
264,258.01
1029,1006.4
317,288.04
282,249.335
747,710.66
215,185.99
646,593.8
379,343.31
378,288.31
246,297.175
294,256.72
533,660.2
193,225.09
328,401.89
329,442.56
633,658.955
213,207.195
667,838.99
533,524.135
535,441.11
486,511.465
658,613.515
307,331.955
266,256.03
414,493.785
456,557.115
311,412.305
187,210.995
389,380.725
164,211.83
445,431.59
185,223.17
589,449.41
451,349.915
552,413.365
458,404.27
491,362.955
356,256.255
164,221.385
828,664.665
352,286.505
645,653.39
265,466.415
222,236.6
409,409.265
247,377.94
181,236.055
279,209.83
904,886.905
524,587.78
588,655.88
414,328.025
454,405.805
489,570.865
286,291.545
419,494.39
253,185.59
422,285.875
397,314.745
323,389.495
296,308.38
242,230.625
313,375.915
508,479.82
325,357.81
146,243.125
495,444.755
371,488.13
270,237.07
513,437.035
256,280.905
198,306.315
122,230.835
397,326.75
481,369.165
595,493.315
394,296.79
155,185.72
422,375.85
320,287.275
221,256.525
3064,3148.195
786,669.255
482,411.025
781,785.18
263,294.195
478,497.865
408,404.435
314,355.43
474,488.485
585,529.015
554,684.53
221,261.84
335,466.015
609,508.065
281,359.68
525,444.005
509,540.385
527,384.175
399,394.51
407,512.03
147,133.695
179,246.355
233,308.735
197,170.695
355,312.94
466,386.305
141,232.065
310,481.54
233,308.78
270,260.625
690,821.37
496,507.41
775,728.555
179,237.095
263,245.21
574,586.25
506,519.025
478,493.8
289,264.585
902,946.685
448,474.39
405,288.95
416,498.54
585,580.7
372,278.46
276,323.35
126,193.32
605,570.135
446,416.075
272,318.545
220,210.64
712,696.38
228,209.415
678,844.37
197,286.31
318,362.48
464,377.775
391,390.03
314,266.105
331,338.58
213,292.905
508,555.11
294,382.825
716,731.76
203,241.62
466,470.615
342,347.14
299,413.29
302,284.555
543,530.05
281,250.325
288,338.93
244,433.125
350,388.03
596,744.135
288,281.79
784,898.21
298,373.4
311,208.5
486,525.26
488,573.075
302,246.885
486,449.215
263,340.21
425,399.865
494,399.015
297,414.09
395,398.805
927,836.045
614,473.12
275,283.895
321,363.485
570,440.755
393,369.67
216,295.615
331,325.935
396,431.635
666,582.97
305,266.855
762,758.48
775,721.43
274,219.395
183,273.02
343,433.64
293,217.62
287,381.38
322,323.04
292,259.405
472,492.975
413,522.13
519,396.775
221,218.79
532,497.47
468,566.985
516,517.82
334,464.52
186,263.475
571,517.795
649,495.79
496,498.615
471,469.47
602,493.27
422,443.75
851,840.91
181,228.425
494,501.945
268,388.44
473,485.88
254,295.76
410,351.875
652,598.18
437,620.365
622,431.0
319,329.49
465,317.41
441,419.745
233,197.97
327,312.295
456,540.86
512,635.805
981,835.045
212,290.375
645,602.52
299,414.305
609,550.805
244,284.22
960,860.39
314,338.46
123,270.53
506,669.31
393,338.61
507,425.365
458,434.685
350,267.92
217,322.88
287,275.475
506,685.875
294,257.925
434,369.75
410,411.285
401,334.54
347,390.325
204,226.99
219,242.025
404,495.25
392,418.475
389,322.58
509,407.57
212,200.855
354,249.84
385,360.165
320,368.195
265,236.68
423,344.135
166,277.7
480,473.14
359,353.315
377,414.6
756,603.25
574,576.755
219,379.105
792,710.835
235,215.425
543,601.455
702,862.58
502,398.36
508,515.92
348,318.825
688,595.455
317,270.08
421,383.665
518,505.9
683,676.75
414,359.86
469,405.805
798,643.455
453,483.81
867,731.555
770,608.355
272,292.07
410,336.475
470,440.79
536,407.115
619,595.38
235,215.83
196,255.2
762,811.155
512,435.925
254,454.53
607,595.285
473,442.95
575,626.68
327,232.905
334,307.32
349,248.935
238,248.13
274,317.105
398,355.97
326,417.93
311,351.88
487,506.51
769,683.94
555,517.335
907,889.805
995,914.295
368,365.44
815,924.935
480,530.3
602,560.445
344,356.49
377,397.23
291,314.835
173,254.885
756,586.755
459,554.84
664,619.61
180,186.34
696,622.755
576,390.425
898,880.225
1280,1341.275
327,460.11
322,331.835
288,322.835
481,397.54
475,575.755
209,269.43
326,450.67
352,433.825
267,326.035
445,478.49
418,373.915
112,237.88
215,222.465
401,374.73
459,429.59
167,277.87
800,814.92
267,198.845
360,309.915
544,510.005
401,407.705
336,349.89
128,114.065
531,490.035
122,218.09
276,245.995
475,413.655
274,363.655
982,792.345
202,224.59
383,352.32
436,341.905
319,247.175
404,473.605
801,677.95
327,411.715
327,376.415
441,362.69
791,755.075
185,237.125
251,209.17
398,532.62
462,451.35
235,284.095
213,213.655
569,439.6
240,261.195
184,239.05
183,299.445
707,907.895
354,304.42
267,242.55
352,241.44
510,574.715
127,219.415
650,829.79
512,468.805
305,341.87
188,272.235
437,415.945
254,286.235
599,541.825
330,385.91
241,343.055
205,192.07
696,677.665
337,387.195
4998,4912.335
501,520.21
655,696.78
564,519.955
554,540.915
830,766.825
156,132.29
486,457.45
228,315.335
364,291.765
172,219.29
990,1011.42
429,428.795
355,257.525
387,425.755
553,525.12
225,274.67
411,481.93
304,284.67
492,523.05
450,352.58
394,413.24
472,547.035
228,232.855
238,168.59
270,271.275
124,123.375
342,251.79
450,509.115
241,248.905
563,549.045
313,317.31
471,358.885
180,236.57
632,609.74
466,370.905
247,341.045
876,805.34
265,359.18
345,439.41
361,230.25
455,496.465
329,243.84
979,782.785
546,490.085
505,545.065
428,358.53
277,331.175
497,560.845
308,279.125
214,256.84
203,214.39
193,214.285
459,434.72
708,815.87
454,406.86
912,740.465
397,466.795
172,311.025
297,293.72
327,312.525
380,603.34
210,330.195
407,417.19
268,261.045
363,310.245
435,547.08
701,584.575
328,226.53
171,200.765
588,613.125
935,953.36
863,883.36
252,241.745
161,210.37
463,430.205
651,766.9
562,716.285
378,332.54
487,376.55
346,397.305
318,281.05
516,693.365
221,291.025
356,369.7
338,335.535
371,481.725
437,413.15
115,198.19
342,341.73
515,499.0
696,721.705
302,382.89
455,405.625
307,404.58
414,376.895
392,366.395
125,193.37
303,304.785
255,404.37
388,326.91
794,885.795
356,243.275
271,448.275
181,289.16
304,493.705
755,631.16
263,351.48
387,437.67
555,496.86
327,440.215
159,235.18
527,547.015
423,360.31
136,211.21
653,560.79
307,279.555
593,509.93
202,295.44
364,342.665
190,218.65
309,246.32
523,486.925
459,469.31
583,523.745
822,635.26
203,172.59
1216,1221.955
347,310.685
281,236.275
180,198.4
350,473.9
430,456.49
2191,2073.89
556,564.785
538,505.325
286,245.63
348,240.665
282,267.385
249,358.48
537,498.125
405,553.47
572,637.755
600,550.025
330,244.365
304,273.15
293,250.915
465,480.73
333,324.185
291,263.23
154,145.7
298,265.775
405,463.3
228,306.605
412,364.915
729,758.39
731,609.505
326,422.64
331,223.885
225,256.79
358,241.435
201,195.735
402,406.245
407,292.6
409,304.38
569,449.255
561,522.77
184,231.815
644,758.19
317,392.27
505,464.825
362,260.43
525,489.63
226,227.62
381,389.96
389,467.895
296,239.11
250,394.745
617,702.475
468,409.545
518,462.645
566,559.28
1037,1038.49
565,634.415
478,425.96
637,626.195
235,361.93
330,327.335
639,608.1
258,261.9
459,537.675
497,486.875
373,343.17
447,508.035
284,291.955
553,419.825
633,448.335
432,356.805
459,400.485
158,161.035
329,379.705
350,396.085
147,292.165
511,420.11
273,204.97
334,306.81
294,226.475
986,856.405
313,381.22
850,748.355
477,508.745
343,285.735
179,232.845
584,564.25
198,330.955
424,354.595
367,506.81
382,409.14
283,260.87
137,278.435
322,289.305
271,299.49
599,582.505
984,879.39
340,391.74
181,230.045
248,212.49
264,295.57
418,383.015
294,405.49
220,209.445
441,572.265
416,327.65
6234,6346.915
1380,1472.305
131,200.76
210,237.99
496,402.93
621,716.695
619,477.7
305,280.18
966,1055.035
457,503.86
649,559.495
475,476.51
301,240.695
207,243.555
240,265.245
383,371.145
696,640.735
406,449.67
486,384.01
454,418.54
297,298.845
351,448.965
313,311.87
411,414.655
164,201.33
178,291.33
258,253.405
394,512.185
277,384.945
594,589.85
577,544.45
330,328.56
456,375.98
360,329.205
598,525.72
388,497.86
204,257.97
565,410.1
666,722.08
657,591.425
337,370.19
277,275.37
695,768.33
446,476.335
241,317.715
411,392.215
451,391.835
217,221.7
249,356.005
504,391.61
929,770.405
585,480.83
232,257.895
455,493.87
384,361.85
239,435.0
186,155.81
866,789.435
508,368.0
566,520.175
602,565.78
648,455.815
523,587.6
468,450.94
169,234.89
401,321.93
430,432.62
477,421.31
675,635.965
470,382.6
340,340.83
2514,2502.855
284,338.185
239,205.25
388,428.645
410,368.22
295,330.335
506,536.06
439,309.66
150,248.87
576,699.03
577,436.75
425,474.63
486,393.625
579,610.195
369,512.46
427,464.93
557,547.3
204,330.6
442,348.33
438,406.415
235,328.695
204,194.265
629,535.99
215,255.895
264,238.16
265,404.725
503,436.795
433,463.725
306,331.655
269,328.595
263,323.345
888,859.68
254,388.98
129,123.385
446,500.41
433,375.985
157,250.85
307,249.52
873,841.175
396,397.59
412,504.79
302,424.0
653,666.845
199,216.62
642,599.33
186,200.33
487,435.1
221,191.095
684,783.68
436,397.965
432,375.485
148,243.56
370,309.115
737,633.905
310,394.825
358,370.915
340,280.545
680,530.05
310,230.73
573,497.775
237,297.68
410,346.1
655,573.41
405,378.835
181,238.795
165,220.945
385,458.6
223,250.285
383,289.545
379,390.99
639,587.285
482,497.895
265,218.835
323,254.19
229,193.615
322,316.105
188,239.38
464,463.82
857,759.56
469,485.71
358,443.215
454,500.38
372,482.375
390,418.705
405,489.69
973,910.23
375,378.81
328,324.9
205,289.24
482,508.39
296,307.07
675,456.18
711,644.5
501,411.48
548,499.575
460,582.935
611,555.55
298,292.415
295,237.925
512,487.18
201,339.385
312,421.535
821,859.295
337,372.235
578,522.24
661,666.055
789,675.355
654,834.515
342,378.945
152,144.49
477,572.345
344,338.015
246,335.29
173,233.925
488,445.85
261,319.395
616,525.74
477,475.825
210,300.335
372,434.625
434,516.66
457,448.54
563,546.695
230,293.09
321,376.84
287,388.52
412,348.72
264,247.365
467,629.81
309,250.71
586,503.83
527,453.685
158,175.665
253,336.875
254,337.66
359,307.225
719,789.505
268,409.72
593,519.83
227,278.38
470,474.87
255,269.825
199,220.505
395,563.665
180,235.87
214,353.475
461,609.495
563,557.855
201,235.995
545,600.925
779,829.055
211,253.445
357,329.795
479,602.43
543,552.14
356,276.05
448,506.49
398,398.73
286,216.635
238,315.425
278,307.14
344,347.545
586,483.65
336,523.62
272,429.465
260,282.02
332,356.39
268,253.515
209,249.725
832,824.815
647,475.665
543,508.475
332,343.175
505,438.925
275,293.475
577,471.945
387,360.08
327,306.725
106,119.3
275,349.61
544,566.76
369,311.875
249,297.085
658,645.035
714,779.345
448,447.805
193,301.475
440,464.595
321,271.325
408,412.995
309,406.74
446,463.815
919,812.77
399,307.02
206,239.29
271,301.375
812,866.795
152,217.245
146,241.15
341,338.93
253,261.095
299,316.875
481,434.405
818,885.02
315,332.84
497,442.365
262,294.925
417,412.215
317,226.615
345,250.025
269,277.37
717,672.36
437,401.595
806,587.025
347,368.77
517,488.655
796,813.915
422,339.7
195,219.23
2610,2662.06
623,493.62
284,339.125
278,322.45
546,447.42
920,873.67
544,540.485
343,382.855
391,429.965
239,232.1
285,238.645
527,408.71
428,333.35
284,304.875
391,283.835
323,281.41
646,720.725
466,442.565
312,315.285
311,358.575
387,390.41
430,299.945
642,683.19
566,542.02
388,487.315
302,332.89
362,405.13
418,394.92
360,432.125
276,220.485
828,655.325
528,466.88
377,472.09
180,311.97
293,274.09
145,135.12
174,244.285
298,274.065
259,238.61
446,397.8
548,441.135
444,389.35
176,237.23
359,322.465
652,562.37
491,495.015
382,322.545
837,791.845
152,302.04
329,301.155
459,530.375
518,706.32
524,503.695
637,525.505
446,489.745
425,359.92
205,274.175
620,599.36
841,882.44
401,393.76
533,485.74
325,245.775
315,287.06
537,404.265
287,224.3
541,460.55
529,496.27
381,274.015
162,208.025
626,463.495
254,246.16
349,349.06
439,384.43
397,369.845
416,393.97
568,578.205
330,333.4
575,575.46
183,225.155
371,449.51
254,211.12
499,485.805
551,534.125
221,337.005
280,222.47
269,327.06
623,722.875
656,495.915
639,640.875
194,244.71
2352,2174.91
328,353.555
544,575.61
440,527.705
295,324.56
242,324.44
360,434.395
328,253.865
202,269.665
223,410.645
216,223.16
560,412.085
245,273.485
342,375.42
649,723.05
733,614.93
311,335.065
657,700.27
531,500.235
459,511.72
285,311.945
320,323.82
250,349.405
122,186.945
139,263.275
315,353.86
323,281.2
492,396.615
249,219.425
445,508.33
421,387.0
638,605.455
644,691.115
365,317.315
369,392.625
782,634.66
346,355.13
2849,3074.585
191,226.855
714,686.41
294,291.8
226,228.48
198,302.235
328,347.29
588,413.285
814,746.345
458,458.995
405,612.685
283,298.525
344,299.935
2364,2417.975
265,309.565
210,302.89
621,526.12
398,352.53
1055,1153.71
396,415.22
245,268.995
461,501.17
588,492.27
219,319.595
783,805.89
336,340.26
380,340.04
788,863.675
312,482.975
361,437.785
438,415.01
187,193.96
386,267.58
374,322.92
403,399.615
251,321.01
317,435.27
465,477.395
460,480.4
499,469.465
180,199.155
193,301.355
840,680.915
459,448.415
198,283.395
307,289.92
119,230.265
725,803.09
202,242.205
601,638.305
527,506.545
649,491.175
268,357.96
414,397.515
487,508.74
229,204.15
210,235.15
482,520.605
263,242.365
777,936.88
374,352.88
1047,1051.96
219,292.365
511,462.975
334,299.825
332,393.75
555,761.055
410,371.46
366,409.235
363,374.5
260,262.45
391,336.085
444,344.985
427,415.29
529,602.505
518,451.64
351,303.525
620,725.645
274,366.88
624,621.49
481,607.14
228,331.2
257,320.575
355,305.73
491,539.045
274,430.315
266,222.315
351,336.2
556,435.5
745,750.73
491,462.76
908,751.75
196,234.99
239,318.075
647,476.2
462,394.445
466,411.985
587,590.695
470,435.425
280,282.63
283,270.77
494,496.22
767,740.77
663,779.33
768,722.495
1033,978.845
451,508.04
565,421.925
346,462.56
330,365.59
668,565.155
189,229.22
738,851.11
116,193.475
336,280.975
662,674.675
265,362.785
610,469.36
248,264.655
484,489.615
379,333.555
305,249.68
583,572.08
739,540.0
489,393.055
299,346.935
638,526.58
354,203.03
376,277.74
337,258.21
550,475.445
222,199.46
227,249.21
337,371.06
363,492.935
678,509.52
526,406.265
365,308.725
592,566.105
135,210.175
298,335.77
601,470.685
507,393.13
332,400.895
572,575.62
293,375.15
338,369.8
200,244.475
289,347.255
522,460.375
347,302.615
278,370.675
596,422.985
370,370.63
308,259.435
320,406.345
404,451.675
202,332.885
110,234.175
533,557.545
481,460.04
465,364.6
306,335.66
313,398.97
223,279.38
110,100.035
546,409.5
215,303.675
244,277.49
252,281.055
484,357.785
294,234.97
328,256.485
288,331.29
323,320.855
361,366.19
402,458.305
457,396.88
785,671.62
591,728.425
583,663.86
380,276.97
560,521.47
453,545.075
327,367.89
579,609.635
464,368.68
447,525.405
466,456.565
613,756.775
160,245.845
347,462.445
488,381.705
318,370.62
430,559.815
405,418.475
638,670.86
363,402.88
731,624.26
492,470.505
198,231.305
240,205.81
337,342.035
457,425.16
358,282.18
819,878.22
387,242.835
356,307.545
343,225.92
241,217.025
501,401.79
663,497.39
846,717.535
291,228.28
402,345.255
478,541.885
473,367.025
424,400.27
220,384.905
94,203.095
453,363.675
174,219.545
524,571.445
553,450.215
288,401.835
388,411.64
420,518.88
163,143.49
403,329.985
278,340.335
386,330.555
279,324.655
192,221.25
281,342.895
315,235.02
653,553.75
294,258.985
377,315.5
525,429.21
190,203.25
391,500.96
296,278.01
173,233.695
432,469.01
756,638.65
360,340.41
289,280.74
360,248.615
343,267.445
272,405.49
154,217.675
341,387.44
261,235.81
310,357.795
726,620.65
269,373.5
529,394.55
537,506.97
189,166.135
538,342.12
454,494.43
335,354.535
476,463.955
190,265.125
373,487.205
395,400.045
654,528.65
497,657.135
213,222.33
281,278.535
186,275.51
312,395.25
683,727.315
752,734.18
251,202.735
339,453.565
273,351.165
409,355.02
159,156.895
683,576.245
169,283.45
607,742.49
679,472.28
1035,1025.685
261,316.5
317,452.48
812,831.7
413,316.895
354,350.615
831,664.585
414,419.485
557,478.605
267,234.62
105,248.415
398,573.16
462,340.21
384,455.505
329,264.98
306,241.71
836,822.26
303,330.645
377,435.84
162,155.705
214,250.44
570,681.595
218,246.715
385,377.35
260,259.745
719,632.535
282,225.16
421,504.38
301,475.6
298,211.965
461,367.09
608,483.485
186,183.82
176,210.48
326,276.93
261,254.97
195,222.08
655,585.13
728,596.635
351,472.875
275,244.235
1108,999.0
541,597.615
956,960.41
613,540.305
303,312.14
148,238.945
88,259.98
433,360.345
683,526.975
392,471.8
277,233.65
335,374.39
286,225.89
420,476.145
262,244.485
724,684.53
534,425.505
526,409.07
496,488.215
386,399.62
498,629.555
226,228.605
369,352.065
193,210.81
494,350.69
255,318.67
479,494.835
164,160.565
317,311.09
522,744.085
521,575.74
549,537.63
146,201.17
705,708.455
462,425.49
650,606.325
433,466.12
205,284.435
406,405.52
283,242.565
358,378.45
302,383.51
519,432.485
248,258.425
436,451.85
293,264.56
565,457.785
313,310.65
382,437.62
420,502.305
312,452.955
448,464.585
512,459.195
407,304.56
378,323.865
764,923.04
254,272.54
175,244.96
821,701.25
346,301.95
566,669.83
351,355.915
360,328.635
297,329.01
548,509.61
401,429.435
435,452.865
304,346.345
231,240.025
353,424.525
350,277.18
326,373.18
331,238.74
143,158.075
256,231.585
269,286.345
339,336.575
1500,1615.025
338,335.495
652,644.065
339,275.74
217,310.45
889,703.795
337,398.715
317,307.645
467,406.645
270,355.875
1870,1960.385
648,560.305
385,394.965
459,461.125
382,244.56
192,217.815
614,527.165
803,675.21
309,258.285
344,289.15
397,406.875
625,526.97
379,386.16
154,249.97
654,621.1
316,343.12
450,596.56
229,312.805
601,773.925
581,539.135
381,456.785
320,291.165
408,373.01
935,816.52
459,470.58
793,879.095
583,558.07
462,368.815
192,234.585
590,415.545
381,313.305
260,219.595
350,365.885
1021,924.155
333,325.925
583,565.65
539,566.53
639,642.56
281,457.02
344,313.955
374,409.215
149,186.32
246,182.705
248,248.2
516,453.04
488,498.66
339,391.935
802,626.55
481,463.99
219,239.83
401,289.48
424,523.955
380,379.035
724,639.845
325,205.87
161,149.865
521,498.385
343,234.2
479,436.56
1938,1903.22
340,414.515
394,310.535
229,193.845
847,859.975
320,222.425
250,350.56
322,316.135
287,233.075
214,436.97
281,278.59
211,202.54
236,339.695
100,298.3
305,335.735
405,443.135
410,342.765
278,220.4
486,592.87
327,297.765
260,290.575
789,897.39
332,413.865
502,451.955
456,440.65
133,198.375
1359,1281.82
401,333.63
634,822.335
247,206.315
541,445.315
396,478.175
488,467.835
650,645.335
242,211.685
632,582.335
409,519.365
574,488.14
527,496.9
398,345.705
594,529.65
410,334.4
204,225.295
334,321.405
227,246.645
458,386.985
613,766.405
332,327.535
210,219.74
516,347.89
407,333.605
956,768.99
531,407.88
327,409.335
318,249.425
581,469.775
423,372.55
280,421.925
177,153.33
145,252.27
798,698.49
207,274.705
464,445.42
310,328.865
541,373.97
589,541.985
379,433.785
330,368.47
394,332.995
308,391.56
329,372.07
602,633.34
1040,1008.255
556,421.065
425,442.725
586,468.3
673,548.17
708,732.435
193,223.565
528,540.585
350,335.595
203,222.55
390,365.5
612,436.41
504,558.345
232,354.905
590,470.69
264,297.085
484,683.535
314,288.485
239,290.375
422,627.89
483,350.0
521,398.05
125,242.275
754,831.5
419,434.705
1844,1894.05
378,305.525
325,296.425
344,436.145
157,227.395
329,239.39
647,700.85
250,242.14
322,230.0
609,680.13
338,405.18
325,441.69
194,245.375
121,215.5
608,562.49
824,810.225
663,571.805
556,516.49
490,542.085
306,345.655
521,390.82
515,416.735
377,420.25
395,338.285
403,319.22
866,828.755
286,207.935
486,541.71
322,434.865
895,876.99
2226,2172.98
480,456.82
271,354.02
220,221.345
430,343.895
613,507.97
377,464.265
326,384.035
474,685.495
246,302.425
651,612.965
343,262.715
383,390.995
773,775.785
499,620.47
325,269.24
424,359.22
339,454.01
451,595.255
779,719.33
399,407.585
311,263.575
291,284.055
446,441.025
689,547.965
296,237.315
449,487.98
292,411.62
597,607.375
404,485.77
935,858.865
370,314.8
236,180.445
302,282.8
425,373.295
490,473.33
261,381.415
718,743.815
335,380.34
567,558.86
565,518.005
225,279.08
789,793.34
381,407.22
181,239.65
425,492.375
371,474.705
377,366.475
2292,2452.305
239,243.255
372,339.625
141,175.565
1025,874.305
825,890.17
288,203.825
497,390.41
74,171.435
814,793.06
563,573.015
389,476.185
404,311.935
282,325.205
287,418.105
219,249.33
119,108.555
204,288.51
286,218.85
322,222.845
684,552.22
362,262.13
452,423.455
273,278.415
1021,961.01
276,198.39
358,300.43
494,379.02
396,298.955
260,305.555
404,528.65
358,456.4
378,379.99
328,450.095
313,487.23
366,386.605
276,267.42
407,347.51
292,377.34
410,307.185
392,416.24
284,233.27
519,560.41
460,530.545
390,399.39
216,250.0
289,233.57
534,404.345
635,579.35
503,392.225
259,367.26
285,220.175
357,435.695
490,532.385
404,423.695
293,427.365
289,274.34
636,443.02
259,287.22
509,576.59
277,235.34
730,744.51
186,217.5
760,683.29
319,223.225
725,716.45
340,270.25
267,255.2
340,289.095
264,314.135
931,975.965
363,255.84
262,270.34
206,350.185
529,501.83
538,543.9
585,552.37
158,255.19
221,276.78
477,516.6
462,432.72
262,250.895
212,232.185
190,295.475
399,263.41
555,752.305
568,527.985
477,547.34
476,365.665
267,299.375
539,427.96
307,436.075
763,704.875
232,263.055
257,318.78
354,371.98
561,481.545
567,517.875
361,299.87
310,299.175
365,382.955
305,384.695
343,358.24
320,403.775
209,233.66
2898,3036.255
974,814.785
369,382.82
705,831.2
494,523.11
296,386.47
636,583.145
198,306.98
309,342.715
646,619.33
313,240.86
244,283.54
572,406.775
594,595.25
616,451.795
817,898.49
284,244.735
552,528.11
379,288.085
408,261.97
887,790.96
1485,1688.55
726,693.085
475,558.345
337,391.83
300,329.56
597,597.025
309,284.38
2178,2147.605
214,382.355
548,491.825
271,246.07
243,369.79
143,165.59
957,761.94
452,466.38
412,277.615
164,158.88
390,391.825
445,431.055
902,833.045
433,360.45
497,563.13
873,816.375
317,300.42
402,356.31
240,434.83
3990,4101.68
286,233.88
364,446.765
548,536.49
2928,3042.55
204,214.595
281,302.1
391,287.66
224,365.455
286,312.375
544,534.26
294,365.98
675,542.86
1096,1029.49
394,372.75
366,361.08
534,414.11
245,219.095
260,252.035
225,363.095
274,239.935
296,246.21
660,637.36
247,380.74
245,289.13
664,685.535
667,492.28
337,415.0
290,370.695
326,434.76
534,662.45
188,297.485
247,313.435
394,507.27
435,449.795
401,458.52
280,243.33
667,499.87
343,321.3
419,347.155
354,288.375
200,291.615
705,648.85
265,216.235
325,296.0
231,267.205
348,393.99
488,611.74
836,903.51
272,313.775
465,408.245
418,466.145
238,284.29
382,399.38
457,412.55
404,323.33
559,443.76
399,462.26
556,549.435
499,378.855
631,524.43
547,490.65
418,397.745
622,548.845
142,251.33
277,274.385
385,327.485
251,309.625
407,410.385
230,293.67
554,603.405
259,248.99
457,446.94
401,367.555
710,584.735
318,318.29
324,293.795
886,808.46
506,622.77
233,275.46
454,379.535
454,382.715
459,632.48
292,459.435
410,456.44
378,400.63
252,242.3
314,375.105
337,350.665
291,365.62
301,324.0
333,464.24
435,336.36
327,311.265
280,288.675
423,375.695
377,364.49
643,564.085
657,538.45
305,293.35
319,230.775
502,576.57
830,756.825
380,393.395
310,216.225
435,400.0
577,437.66
611,515.355
302,357.56
457,445.47
410,600.59
408,556.665
423,374.095
2430,2599.265
231,258.745
359,238.335
407,520.275
903,911.53
485,638.88
497,562.215
319,332.975
573,547.975
458,390.855
1734,1571.195
267,239.175
293,312.545
444,413.335
284,344.22
471,445.83
502,482.235
720,570.11
252,385.995
239,253.505
171,236.795
461,426.875
123,257.68
240,370.235
228,200.945
200,256.77
331,464.65
191,152.69
390,441.07
295,367.705
464,341.605
269,255.25
916,716.965
542,450.47
756,888.405
730,552.385
567,548.395
125,217.665
447,327.78
616,571.0
446,400.745
432,462.005
268,261.38
183,354.69
494,518.865
186,275.92
572,698.275
472,624.71
313,246.2
1019,925.55
296,384.315
671,647.735
416,444.97
431,329.81
345,247.135
770,598.945
370,393.115
350,359.3
472,434.385
431,470.53
202,287.815
386,286.005
341,366.955
611,689.655
